"id","book_id","chapter","verse","alignment_num","orig_lang_words","target_lang_words","origSpan","origWords","origWordsTxt","alignmentOrigWords","targetSpan","targetWords","targetWordsTxt","alignmentTargetWords","alignmentTxt","frequency","matchCount","origWordsBetween","targetWordsBetween"
"458109","mrk","1","4","9",",1437808,",",1211795,1211796,",0,"[{'id': 1437808, 'book_id': 'mrk', 'chapter': '1', 'verse': '4', 'word_num': 10, 'word': 'μετανοίας', 'occurrence': 1, 'strong': 'G33410', 'lemma': 'μετάνοια', 'morph': 'Gr,N,,,,,GFS,'}]","μετανοίας",1,1,"[{'id': 1211795, 'book_id': 'mrk', 'chapter': '1', 'verse': '4', 'word_num': 10, 'word': 'of', 'occurrence': 1}, {'id': 1211796, 'book_id': 'mrk', 'chapter': '1', 'verse': '4', 'word_num': 11, 'word': 'repentance', 'occurrence': 1}]","of repentance",2,"μετανοίας = of repentance",0.11538461538461539,6,0,0
"458283","mrk","1","15","9",",1437999,",",1212026,",0,"[{'id': 1437999, 'book_id': 'mrk', 'chapter': '1', 'verse': '15', 'word_num': 12, 'word': 'μετανοεῖτε', 'occurrence': 1, 'strong': 'G33400', 'lemma': 'μετανοέω', 'morph': 'Gr,V,MPA2,,P,'}]","μετανοεῖτε",1,0,"[{'id': 1212026, 'book_id': 'mrk', 'chapter': '1', 'verse': '15', 'word_num': 13, 'word': 'Repent', 'occurrence': 1}]","Repent",1,"μετανοεῖτε = Repent",0.019230769230769232,1,0,0
"461251","mrk","6","12","4",",1441148,",",1216158,1216159,1216160,",0,"[{'id': 1441148, 'book_id': 'mrk', 'chapter': '6', 'verse': '12', 'word_num': 4, 'word': 'μετανοῶσιν', 'occurrence': 1, 'strong': 'G33400', 'lemma': 'μετανοέω', 'morph': 'Gr,V,SPA3,,P,'}]","μετανοῶσιν",1,2,"[{'id': 1216158, 'book_id': 'mrk', 'chapter': '6', 'verse': '12', 'word_num': 7, 'word': 'people', 'occurrence': 1}, {'id': 1216159, 'book_id': 'mrk', 'chapter': '6', 'verse': '12', 'word_num': 8, 'word': 'should', 'occurrence': 1}, {'id': 1216160, 'book_id': 'mrk', 'chapter': '6', 'verse': '12', 'word_num': 9, 'word': 'repent', 'occurrence': 1}]","people should repent",3,"μετανοῶσιν = people should repent",0.019230769230769232,1,0,0
"470434","luk","3","3","9",",1451175,",",1229449,1229450,",0,"[{'id': 1451175, 'book_id': 'luk', 'chapter': '3', 'verse': '3', 'word_num': 9, 'word': 'μετανοίας', 'occurrence': 1, 'strong': 'G33410', 'lemma': 'μετάνοια', 'morph': 'Gr,N,,,,,GFS,'}]","μετανοίας",1,1,"[{'id': 1229449, 'book_id': 'luk', 'chapter': '3', 'verse': '3', 'word_num': 13, 'word': 'of', 'occurrence': 1}, {'id': 1229450, 'book_id': 'luk', 'chapter': '3', 'verse': '3', 'word_num': 14, 'word': 'repentance', 'occurrence': 1}]","of repentance",2,"μετανοίας = of repentance",0.11538461538461539,6,0,0
"470511","luk","3","8","5",",1451253,",",1229561,",0,"[{'id': 1451253, 'book_id': 'luk', 'chapter': '3', 'verse': '8', 'word_num': 5, 'word': 'μετανοίας', 'occurrence': 1, 'strong': 'G33410', 'lemma': 'μετάνοια', 'morph': 'Gr,N,,,,,GFS,'}]","μετανοίας",1,0,"[{'id': 1229561, 'book_id': 'luk', 'chapter': '3', 'verse': '8', 'word_num': 7, 'word': 'repentance', 'occurrence': 1}]","repentance",1,"μετανοίας = repentance",0.038461538461538464,2,0,0
"472302","luk","5","32","8",",1453080,",",1231936,",0,"[{'id': 1453080, 'book_id': 'luk', 'chapter': '5', 'verse': '32', 'word_num': 7, 'word': 'μετάνοιαν', 'occurrence': 1, 'strong': 'G33410', 'lemma': 'μετάνοια', 'morph': 'Gr,N,,,,,AFS,'}]","μετάνοιαν",1,0,"[{'id': 1231936, 'book_id': 'luk', 'chapter': '5', 'verse': '32', 'word_num': 11, 'word': 'repentance', 'occurrence': 1}]","repentance",1,"μετάνοιαν = repentance",0.17307692307692307,9,0,0
"476671","luk","10","13","19",",1457508,",",1237813,1237814,1237815,1237816,",0,"[{'id': 1457508, 'book_id': 'luk', 'chapter': '10', 'verse': '13', 'word_num': 26, 'word': 'μετενόησαν', 'occurrence': 1, 'strong': 'G33400', 'lemma': 'μετανοέω', 'morph': 'Gr,V,IAA3,,P,'}]","μετενόησαν",1,3,"[{'id': 1237813, 'book_id': 'luk', 'chapter': '10', 'verse': '13', 'word_num': 25, 'word': 'they', 'occurrence': 1}, {'id': 1237814, 'book_id': 'luk', 'chapter': '10', 'verse': '13', 'word_num': 26, 'word': 'would', 'occurrence': 1}, {'id': 1237815, 'book_id': 'luk', 'chapter': '10', 'verse': '13', 'word_num': 27, 'word': 'have', 'occurrence': 1}, {'id': 1237816, 'book_id': 'luk', 'chapter': '10', 'verse': '13', 'word_num': 28, 'word': 'repented', 'occurrence': 1}]","they would have repented",4,"μετενόησαν = they would have repented",0.019230769230769232,1,0,0
"477764","luk","11","32","13",",1458632,",",1239319,1239320,",0,"[{'id': 1458632, 'book_id': 'luk', 'chapter': '11', 'verse': '32', 'word_num': 14, 'word': 'μετενόησαν', 'occurrence': 1, 'strong': 'G33400', 'lemma': 'μετανοέω', 'morph': 'Gr,V,IAA3,,P,'}]","μετενόησαν",1,1,"[{'id': 1239319, 'book_id': 'luk', 'chapter': '11', 'verse': '32', 'word_num': 18, 'word': 'they', 'occurrence': 1}, {'id': 1239320, 'book_id': 'luk', 'chapter': '11', 'verse': '32', 'word_num': 19, 'word': 'repented', 'occurrence': 1}]","they repented",2,"μετενόησαν = they repented",0.019230769230769232,1,0,0
"479218","luk","13","3","5",",1460118,",",1241329,",0,"[{'id': 1460118, 'book_id': 'luk', 'chapter': '13', 'verse': '3', 'word_num': 6, 'word': 'μετανοῆτε', 'occurrence': 1, 'strong': 'G33400', 'lemma': 'μετανοέω', 'morph': 'Gr,V,SPA2,,P,'}]","μετανοῆτε",1,0,"[{'id': 1241329, 'book_id': 'luk', 'chapter': '13', 'verse': '3', 'word_num': 6, 'word': 'you', 'occurrence': 2}]","you",1,"μετανοῆτε = you",0.038461538461538464,2,0,0
"479256","luk","13","5","5",",1460155,",",1241377,",0,"[{'id': 1460155, 'book_id': 'luk', 'chapter': '13', 'verse': '5', 'word_num': 6, 'word': 'μετανοῆτε', 'occurrence': 1, 'strong': 'G33400', 'lemma': 'μετανοέω', 'morph': 'Gr,V,SPA2,,P,'}]","μετανοῆτε",1,0,"[{'id': 1241377, 'book_id': 'luk', 'chapter': '13', 'verse': '5', 'word_num': 7, 'word': 'you', 'occurrence': 2}]","you",1,"μετανοῆτε = you",0.038461538461538464,2,0,0
